nr,A
q1,D
q2,B
q3,C
q4,B
q5,D
q6,E
q7,B
q8,D
q9,B
q10,E
q11,E
q12,D
q13,C
q14,C
q15,A
q16,D
q17,C
q18,C
q19,D
q20,A
