Nr,A
q1,B
q2,B
q3,E
q4,C
q5,C
q6,A
q7,C
q8,D
q9,C
q10,C
q11,B
q12,A
q13,B
q14,C
q15,A
q16,B
q17,A
q18,D
q19,E
q20,B
q21,C
q22,E
q23,D
q24,D
q25,E
