Nr,A
q1,B
q2,B
q3,E
q4,C
q5,C
q6,A
q7,C
q8,D
q9,C
q10,C
q11,B
q12,C
q13,B
q14,C
q15,D
q16,B
q17,A
q18,B
q19,B
q20,A
q21,B
q22,A
q23,D
q24,E
q25,B
q26,C
q27,E
q28,D
q29,D
q30,E
