Nr,A,B,C,D,E,F
q1,B,B,B,B,B,B
q2,B,B,B,B,B,B
q3,E,E,E,E,E,E
q4,C,C,C,C,C,C
q5,C,C,C,C,C,C
q6,A,A,A,A,A,A
q7,C,C,C,C,C,C
q8,D,D,D,D,D,D
q9,C,C,C,C,C,C
q10,C,C,C,C,C,C
q11,B,B,B,B,B,B
q12,A,A,A,A,A,A
q13,B,B,B,B,B,B
q14,C,C,C,C,C,C
q15,A,A,A,A,A,A
q16,B,B,B,B,B,B
q17,A,A,A,A,A,A
q18,D,D,D,D,D,D
q19,E,E,E,E,E,E
q20,B,B,B,B,B,B
q21,C,C,C,C,C,C
q22,E,E,E,E,E,E
q23,D,D,D,D,D,D
q24,D,D,D,D,D,D
q25,E,E,E,E,E,E
q26,E,E,E,E,E,E
q27,E,E,E,E,E,E
q28,E,E,E,E,E,E
q29,E,E,E,E,E,E
q30,E,E,E,E,E,E
